index,PRODUCT_NAME,BRAND,CATEGORY,PRICE_CURRENT,DEDUCED_TYPE
549814,Dairy Free Pairings Coco Almond Crunch Coconut Milk Yogurt Alternative,So Delicious,Dairy & Eggs,1.58,http://dbpedia.org/resource/Dairy
549831,Saborico Strawberry yogurt drink 7 fl. oz. bottle,El Mexicano,Dairy & Eggs,1.38,http://dbpedia.org/resource/Dairy
549848,Peach Parfait Breakfast Smoothie Fruit Drink,Bolthouse Farms,Dairy & Eggs,2.18,http://dbpedia.org/resource/Dairy
549865,Vanilla Soy Milk Yogurt Alternative,Silk,Dairy & Eggs,1.52,http://dbpedia.org/resource/Dairy
549882,Stonyfield Organic Lowfat Yogurt Smoothies,Stonyfield Farm,Dairy & Eggs,4.34,http://dbpedia.org/resource/Dairy
549899,Greek Blueberry Nonfat Yogurt,Great Value,Dairy & Eggs,2.48,http://dbpedia.org/resource/Dairy
549916,Danimals Strawberry Explosion Squeezable Yogurt,Dannon,Dairy & Eggs,4.12,http://dbpedia.org/resource/Dairy
549933,Original Strawberry Kiwi Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
549950,Original Yogurt,Yoplait,Dairy & Eggs,4.36,http://dbpedia.org/resource/Dairy
549967,Yogurt Parfait with Diced Apples,Marketside,Dairy & Eggs,3.97,http://dbpedia.org/resource/Dairy
549984,Original Strawberry Banana Lowfat Yogurt,Great Value,Dairy & Eggs,1.96,http://dbpedia.org/resource/Dairy
550001,Light Strawberry + Blueberry Nonfat Yogurt,Great Value,Dairy & Eggs,5.33,http://dbpedia.org/resource/Dairy
550018,Original Red Raspberry Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
550035,Whips! Lowfat Yogurt Mousse,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
550052,Vanilla Greek Yogurt Mini Bars,Clio,Dairy & Eggs,4.27,http://dbpedia.org/resource/Dairy
550069,Blueberry Low Fat Lower Sugar Gluten Free Greek Yogurt,Two Good,Dairy & Eggs,4.63,http://dbpedia.org/resource/Dairy
550086,Yoplait Go-Gurt,Go-GURT,Dairy & Eggs,4.97,http://dbpedia.org/resource/Dairy
550103,Licuado Milk Fruit & Oats Smoothie 6.7oz Bottle,LALA,Dairy & Eggs,4.16,http://dbpedia.org/resource/Dairy
550120,Original Low Fat Yogurt Pack,Yoplait,Dairy & Eggs,4.36,http://dbpedia.org/resource/Dairy
550137,Greek Plain Nonfat Yogurt,Great Value,Dairy & Eggs,3.54,http://dbpedia.org/resource/Dairy
550154,Non-Fat Greek Yogurt,Chobani,Dairy & Eggs,4.37,http://dbpedia.org/resource/Dairy
550171,Flip Low-Fat Greek Yogurt,Chobani,Dairy & Eggs,1.38,http://dbpedia.org/resource/Dairy
550188,Original Low Fat Yogurt Pack,Yoplait,Dairy & Eggs,6.43,http://dbpedia.org/resource/Dairy
550205,Oikos Triple Zero Vanilla Greek Yogurt,Dannon,Dairy & Eggs,3.88,http://dbpedia.org/resource/Dairy
550222,Light + Fit Nonfat Gluten-Free Key Lime Greek Yogurt,Light & Fit,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
550239,Strawberry Explosion & Strikin Strawberry Kiwi Variety Pack Smoothies,Danimals,Dairy & Eggs,5.37,http://dbpedia.org/resource/Dairy
550256,Yoplait Go-Gurt,Go-GURT,Dairy & Eggs,6.98,http://dbpedia.org/resource/Dairy
550273,Oikos Triple Zero Banana Crme Greek Yogurt,Dannon,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
550290,Light + Fit Nonfat Gluten-Free Toasted Coconut Vanilla Greek Yogurt,Light & Fit,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
550307,Yakult Fat-Free Probiotic Drink,YAKULT,Dairy & Eggs,2.98,http://dbpedia.org/resource/Dairy
550324,Vanilla Almond Milk Yogurt Alternative,Silk,Dairy & Eggs,1.52,http://dbpedia.org/resource/Dairy
550341,Light + Fit Nonfat Gluten-Free Peach Greek Yogurt,Light & Fit,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
550358,Whole Milk Non-GMO Project Verified Plain Yogurt,Dannon,Dairy & Eggs,3.44,http://dbpedia.org/resource/Dairy
550375,Oui by Yoplait French Style Yogurt,General Mills,Dairy & Eggs,1.34,http://dbpedia.org/resource/Dairy
550392,Peach Mango Soy Milk Yogurt Alternative,Silk,Dairy & Eggs,1.52,http://dbpedia.org/resource/Dairy
550409,Mixed Berry Low Fat Lower Sugar Gluten Free Greek Yogurt,Two Good,Dairy & Eggs,1.28,http://dbpedia.org/resource/Dairy
550426,Vanilla Soy Milk Yogurt Alternative,Silk,Dairy & Eggs,1.52,http://dbpedia.org/resource/Dairy
550443,(16 Pack) GoGo Squeez Yogurtz Strawberry Banana Yogurt Pouch,GoGo squeeZ,Dairy & Eggs,11.48,http://dbpedia.org/resource/Dairy
550460,Original Low Fat Yogurt Pack,Yoplait,Dairy & Eggs,4.36,http://dbpedia.org/resource/Dairy
550477,Original Lemon Burst Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
550494,Mixed Berry Low Fat Lower Sugar Gluten Free Greek Yogurt,Two Good,Dairy & Eggs,1.28,http://dbpedia.org/resource/Dairy
550511,Protein Strawberry Yogurt Cultured Dairy Snack Cup,Ratio,Dairy & Eggs,1.47,http://dbpedia.org/resource/Dairy
550528,Strawberry Explosion Smoothies,Danimals,Dairy & Eggs,3.18,http://dbpedia.org/resource/Dairy
550545,Original Key Lime Pie Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
550562,Flip Low-Fat Greek Yogurt,Chobani,Dairy & Eggs,1.38,http://dbpedia.org/resource/Dairy
550579,Lowfat Yogurt Tubes. Blueberry & Strawberry,Great Value,Dairy & Eggs,1.64,http://dbpedia.org/resource/Dairy
550596,Stonyfield Organic Kids Strawberry Banana Lowfat Yogurt Pouches,Stonyfield Farm,Dairy & Eggs,5.98,http://dbpedia.org/resource/Dairy
550613,Non-Fat Greek Yogurt,Chobani,Dairy & Eggs,4.37,http://dbpedia.org/resource/Dairy
550630,Light Greek Peach Nonfat Yogurt,Great Value,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
550647,Original Strawberry Banana Lowfat Yogurt,Great Value,Dairy & Eggs,0.58,http://dbpedia.org/resource/Dairy
550664,Strawberry Explosion & Strikin Strawberry Kiwi Variety Pack Smoothies,Danimals,Dairy & Eggs,5.37,http://dbpedia.org/resource/Dairy
550681,Pro 2% Milk Fat Plain Cultured Ultra-Filtered Yogurt,Oikos,Dairy & Eggs,5.98,http://dbpedia.org/resource/Dairy
550698,Light + Fit Nonfat Gluten-Free Peach Greek Yogurt,Light & Fit,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
550715,Triple Zero Peach Greek Yogurt,Oikos,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
550732,Oikos Triple Zero Banana Crme Greek Yogurt,Dannon,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
550749,Probiotic Dailies Vanilla Dairy Drink,DanActive,Dairy & Eggs,4.86,http://dbpedia.org/resource/Dairy
550766,Light + Fit Nonfat Strawberry Banana Protein Smoothie Yogurt Drink,Light & Fit,Dairy & Eggs,3.78,http://dbpedia.org/resource/Dairy
550783,Original Strawberry Lowfat Yogurt,Great Value,Dairy & Eggs,0.58,http://dbpedia.org/resource/Dairy
550800,Original Vanilla Lowfat Yogurt,Great Value,Dairy & Eggs,2.36,http://dbpedia.org/resource/Dairy
550817,Light + Fit Nonfat Gluten-Free Toasted Coconut Vanilla Greek Yogurt,Light & Fit,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
550834,Original Strawberry Lowfat Yogurt,Great Value,Dairy & Eggs,2.36,http://dbpedia.org/resource/Dairy
550851,Original Lemon Burst Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
550868,Original Blueberry Lowfat Yogurt,Great Value,Dairy & Eggs,1.96,http://dbpedia.org/resource/Dairy
550885,Low Fat Kids Yogurt,Yoplait,Dairy & Eggs,3.98,http://dbpedia.org/resource/Dairy
550902,Oikos Triple Zero Lemon Tart Greek Yogurt,Dannon,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
550919,Flip Low-Fat Greek Yogurt,Chobani,Dairy & Eggs,1.22,http://dbpedia.org/resource/Dairy
550936,Original Kool-Aid Blue Raspberry Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
550953,Triple Zero Mixed Berry Greek Yogurt,Oikos,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
550970,Oikos Triple Zero Vanilla Greek Yogurt,Dannon,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
550987,Protein Vanilla Yogurt Cultured Dairy Snack Cup,Ratio,Dairy & Eggs,1.47,http://dbpedia.org/resource/Dairy
551004,Light + Fit Nonfat Gluten-Free Seasonal Greek Yogurt,Light & Fit,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
551021,Light + Fit Nonfat Gluten-Free Strawberry Greek Yogurt,Light & Fit,Dairy & Eggs,3.88,http://dbpedia.org/resource/Dairy
551038,Probiotic Yogurt Smoothie Drink 7oz Bottle,LALA,Dairy & Eggs,9.73,http://dbpedia.org/resource/Dairy
551055,Stonyfield Organic Kids Strawberry Lowfat Yogurt Tubes,Stonyfield Farm,Dairy & Eggs,4.38,http://dbpedia.org/resource/Dairy
551072,Light Vanilla Nonfat Yogurt,Great Value,Dairy & Eggs,1.96,http://dbpedia.org/resource/Dairy
551089,Oui by Yoplait French Style Yogurt,General Mills,Dairy & Eggs,1.34,http://dbpedia.org/resource/Dairy
551106,Peach Mango Soy Milk Yogurt Alternative,Silk,Dairy & Eggs,1.52,http://dbpedia.org/resource/Dairy
551123,Light Greek Strawberry Nonfat Yogurt,Great Value,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
551140,Greek Strawberry Nonfat Yogurt,Great Value,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
551157,Probiotic Strawberry Dairy Drink,Activia,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
551174,Dannon Danonino Grade A Strawberry Dairy Snacks,Dan-o-nino,Dairy & Eggs,2.76,http://dbpedia.org/resource/Dairy
551191,Yogurt Parfait with Diced Apples,Marketside,Dairy & Eggs,3.97,http://dbpedia.org/resource/Dairy
551208,Oui by Yoplait French Style Yogurt,General Mills,Dairy & Eggs,1.34,http://dbpedia.org/resource/Dairy
551225,Go-GURT,Yoplait,Dairy & Eggs,4.47,http://dbpedia.org/resource/Dairy
551242,Blueberry Low Fat Lower Sugar Gluten Free Greek Yogurt,Two Good,Dairy & Eggs,1.28,http://dbpedia.org/resource/Dairy
551259,DanActive Probiotic Dailies Blueberry & Strawberry Dairy Drink,Dannon,Dairy & Eggs,4.86,http://dbpedia.org/resource/Dairy
551276,Original Harvest Peach Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
551293,Blended Peach Greek Nonfat Yogurt,Oikos,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
551310,Original Mixed Berry Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
551327,Low Fat Vanilla with OREO and M&Ms Variety Pack Yogurt,YoCrunch,Dairy & Eggs,6.27,http://dbpedia.org/resource/Dairy
551344,Strawberry Low Fat Lower Sugar Gluten Free Greek Yogurt,Two Good,Dairy & Eggs,6.12,http://dbpedia.org/resource/Dairy
551361,Light Orange Creme Fat Free Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
551378,Mountain High,Mountain High Yoghurt,Dairy & Eggs,3.12,http://dbpedia.org/resource/Dairy
551395,Triple Zero Salted Carmel Greek Yogurt,Oikos,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
551412,Cocomelon Strawberry Gelatin Yogurt,Great Value,Dairy & Eggs,0.66,http://dbpedia.org/resource/Dairy
551429,Yoplait Go-Gurt,Go-GURT,Dairy & Eggs,4.47,http://dbpedia.org/resource/Dairy
551446,Original Kool-Aid Tropical Punch Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
551463,Flip Low-Fat Greek Yogurt,Chobani,Dairy & Eggs,1.38,http://dbpedia.org/resource/Dairy
551480,Strawberry Low Fat Kids Yogurt & Trix Cereal Snack,Yoplait,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
551497,Light Cherry Nonfat Yogurt,Great Value,Dairy & Eggs,1.96,http://dbpedia.org/resource/Dairy
551514,Probiotic Black Cherry & Mixed Berry Variety Pack Yogurt,Activia,Dairy & Eggs,6.87,http://dbpedia.org/resource/Dairy
551531,Original Kool-Aid Cherry Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
551548,Triple Zero Peach Greek Yogurt,Oikos,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
551565,Greek Strawberry Nonfat Yogurt,Great Value,Dairy & Eggs,2.48,http://dbpedia.org/resource/Dairy
551582,Yoplait Go-Gurt Low-Fat Berry and Cherry Yogurt Tubes,Go-GURT,Dairy & Eggs,4.47,http://dbpedia.org/resource/Dairy
551599,Dairy Free Pairings Coco Almond Crunch Coconut Milk Yogurt Alternative,So Delicious,Dairy & Eggs,1.58,http://dbpedia.org/resource/Dairy
551616,Whole Milk Orange Cream Greek Yogurt,Oikos,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
551633,Oui by Yoplait Vanilla Dairy Free Yogurt Alternative,OUI,Dairy & Eggs,1.52,http://dbpedia.org/resource/Dairy
551650,Swingin' Strawberry Banana Smoothies,Danimals,Dairy & Eggs,3.18,http://dbpedia.org/resource/Dairy
551667,Skyr,Icelandic Provisions,Dairy & Eggs,1.48,http://dbpedia.org/resource/Dairy
551684,Organic Growing Years Low Fat Strawberry Yogurt Pouch with DHA Omega-3 and Choline,Horizon,Dairy & Eggs,5.01,http://dbpedia.org/resource/Dairy
551701,Flip Low-Fat Greek Yogurt,Chobani,Dairy & Eggs,1.38,http://dbpedia.org/resource/Dairy
551718,Flip Low-Fat Greek Yogurt,Chobani,Dairy & Eggs,1.38,http://dbpedia.org/resource/Dairy
551735,Vanilla Almond Milk Yogurt Alternative,Silk,Dairy & Eggs,1.52,http://dbpedia.org/resource/Dairy
551752,Original Cherry Lowfat Yogurt,Great Value,Dairy & Eggs,0.58,http://dbpedia.org/resource/Dairy
551769,Light + Fit Strawberry/Blueberry Variety Pack Greek Yogurt,Light & Fit,Dairy & Eggs,4.97,http://dbpedia.org/resource/Dairy
551786,Original Peach Lowfat Yogurt,Great Value,Dairy & Eggs,0.58,http://dbpedia.org/resource/Dairy
551803,Original Vanilla Lowfat Yogurt,Great Value,Dairy & Eggs,0.58,http://dbpedia.org/resource/Dairy
551820,Original French Vanilla Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
551837,Light + Fit Nonfat Gluten-Free Caramel Apple Pie Greek Yogurt,Light & Fit,Dairy & Eggs,1.12,http://dbpedia.org/resource/Dairy
551854,Noosa Yoghurt Whole Milk Yogurt Raspberry 8 oz,noosa,Dairy & Eggs,1.98,http://dbpedia.org/resource/Dairy
551871,Non-Fat Greek Yogurt,Chobani,Dairy & Eggs,1.22,http://dbpedia.org/resource/Dairy
551888,Peach Low Fat Lower Sugar Gluten Free Greek Yogurt,Two Good,Dairy & Eggs,1.28,http://dbpedia.org/resource/Dairy
551905,Light Greek Peach Nonfat Yogurt,Great Value,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
551922,Light + Fit Nonfat Gluten-Free Vanilla Greek Yogurt,Light & Fit,Dairy & Eggs,5.26,http://dbpedia.org/resource/Dairy
551939,Oikos Triple Zero Vanilla Greek Yogurt,Dannon,Dairy & Eggs,5.24,http://dbpedia.org/resource/Dairy
551956,Light + Fit Nonfat Gluten-Free Strawberry Greek Yogurt,Light & Fit,Dairy & Eggs,3.88,http://dbpedia.org/resource/Dairy
551973,Whole Milk Lemon Meringue Greek Yogurt,Oikos,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
551990,Yoplait Go-Gurt,Go-GURT,Dairy & Eggs,3.36,http://dbpedia.org/resource/Dairy
552007,Stonyfield Organic Kids Whole Milk Yogurt Cups,Stonyfield Farm,Dairy & Eggs,4.33,http://dbpedia.org/resource/Dairy
552024,Probiotic Yogurt Smoothie Drink 7oz Bottle,LALA,Dairy & Eggs,9.73,http://dbpedia.org/resource/Dairy
552041,Danonino Variety Pack Strawberry,Dan-o-nino,Dairy & Eggs,4.24,http://dbpedia.org/resource/Dairy
552058,Strawberry Low Fat Lower Sugar Gluten Free Greek Yogurt,Two Good,Dairy & Eggs,6.12,http://dbpedia.org/resource/Dairy
552075,Pro Vanilla Yogurt-Cultured Ultra-Filtered Milk,Oikos,Dairy & Eggs,1.34,http://dbpedia.org/resource/Dairy
552092,Low-Fat Greek Yogurt Mango Drink 7oz,Chobani,Dairy & Eggs,1.97,http://dbpedia.org/resource/Dairy
552109,Strawberry Explosion Smoothies,Danimals,Dairy & Eggs,3.18,http://dbpedia.org/resource/Dairy
552126,Probiotic Yogurt Smoothie Drink 7oz Bottle,LALA,Dairy & Eggs,9.73,http://dbpedia.org/resource/Dairy
552143,Yoplait Go-Gurt,Go-GURT,Dairy & Eggs,4.47,http://dbpedia.org/resource/Dairy
552160,Original Low Fat Yogurt Pack,Yoplait,Dairy & Eggs,4.36,http://dbpedia.org/resource/Dairy
552177,Strawberry Explosion & Banana Split Variety Pack Smoothies,Danimals,Dairy & Eggs,5.37,http://dbpedia.org/resource/Dairy
552194,Original French Vanilla Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
552211,Light Greek Vanilla Nonfat Yogurt,Great Value,Dairy & Eggs,2.47,http://dbpedia.org/resource/Dairy
552228,Flip Low-Fat Greek Yogurt,Chobani,Dairy & Eggs,4.98,http://dbpedia.org/resource/Dairy
552245,Original Kool-Aid Blue Raspberry Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
552262,Mixed Berry Low Fat Lower Sugar Gluten Free Greek Yogurt,Two Good,Dairy & Eggs,4.63,http://dbpedia.org/resource/Dairy
552279,Original Smooth Style Strawberry Banana Low Fat Yogurt,Yoplait,Dairy & Eggs,3.12,http://dbpedia.org/resource/Dairy
552296,Yoplait Go-Gurt Kids Low-Fat Strawberry and Vanilla Yogurt Tubes,Go-GURT,Dairy & Eggs,4.47,http://dbpedia.org/resource/Dairy
552313,Noosa Yoghurt Lil Tubs Lemon Whole Milk Yogurt 4.5 oz,noosa,Dairy & Eggs,1.28,http://dbpedia.org/resource/Dairy
552330,Greek Vanilla Nonfat Yogurt,Great Value,Dairy & Eggs,4.24,http://dbpedia.org/resource/Dairy
552347,Non-Fat Mango on the Bottom Greek Yogurt,Chobani,Dairy & Eggs,1.46,http://dbpedia.org/resource/Dairy
552364,Oui by Yoplait French Style Yogurt,General Mills,Dairy & Eggs,1.62,http://dbpedia.org/resource/Dairy
552381,Powerful Drink Chocolate Greek Yogurt Protein Drink,Powerful Foods,Dairy & Eggs,3.78,http://dbpedia.org/resource/Dairy
552398,Blended Strawberry Greek Nonfat Yogurt,Oikos,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
552415,Frusion Yogurt Smoothie Drink 7oz Bottle,LALA,Dairy & Eggs,9.73,http://dbpedia.org/resource/Dairy
552432,Probiotic Yogurt Smoothie Drink 7oz Bottle,LALA,Dairy & Eggs,9.73,http://dbpedia.org/resource/Dairy
552449,Original Strawberry Lowfat Yogurt,Great Value,Dairy & Eggs,1.96,http://dbpedia.org/resource/Dairy
552466,Original Strawberry Kiwi Low Fat Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
552483,Lowfat Yogurt Tubes. Blueberry & Strawberry,Great Value,Dairy & Eggs,1.64,http://dbpedia.org/resource/Dairy
552500,Triple Zero Salted Carmel Greek Yogurt,Oikos,Dairy & Eggs,1.06,http://dbpedia.org/resource/Dairy
552517,Kids Low Fat Yogurt Variety Pack,Go-GURT,Dairy & Eggs,4.47,http://dbpedia.org/resource/Dairy
552534,Light + Fit Nonfat Gluten-Free Strawberry Greek Yogurt,Light & Fit,Dairy & Eggs,3.88,http://dbpedia.org/resource/Dairy
552551,Nonfat Probiotic Strawberry Banana & Peach Variety Pack Yogurt,Activia,Dairy & Eggs,6.87,http://dbpedia.org/resource/Dairy
552568,Greek Vanilla Nonfat Yogurt,Great Value,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
552585,Vanilla Low Fat Lower Sugar Gluten Free Greek Yogurt,Two Good,Dairy & Eggs,1.28,http://dbpedia.org/resource/Dairy
552602,Drinkable Yogurt,Yo Gusto,Dairy & Eggs,0.98,http://dbpedia.org/resource/Dairy
552619,yogurt Drink,El Latino,Dairy & Eggs,1.84,http://dbpedia.org/resource/Dairy
552636,Flip Low-Fat Greek Yogurt,Chobani,Dairy & Eggs,1.38,http://dbpedia.org/resource/Dairy
552653,Honey Vanilla Whole Milk Greek Yogurt,Great Value,Dairy & Eggs,3.97,http://dbpedia.org/resource/Dairy
552670,Original Low Fat Yogurt Pack,Yoplait,Dairy & Eggs,4.58,http://dbpedia.org/resource/Dairy
552687,Non-Fat Mango on the Bottom Greek Yogurt,Chobani,Dairy & Eggs,1.22,http://dbpedia.org/resource/Dairy
552704,Nonfat Probiotic Strawberry Banana & Peach Variety Pack Yogurt,Activia,Dairy & Eggs,6.87,http://dbpedia.org/resource/Dairy
552721,Noosa Yoghurt Whole Milk Yogurt Lemon 8 oz,noosa,Dairy & Eggs,1.98,http://dbpedia.org/resource/Dairy
552738,Project Dairy-free Cashewmilk Yogurt Unsweetened Vanilla,Forager,Dairy & Eggs,4.98,http://dbpedia.org/resource/Dairy
552755,Light Boston Cream Pie Fat Free Yogurt,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
552772,Whips! Lowfat Yogurt Mousse,Yoplait,Dairy & Eggs,0.64,http://dbpedia.org/resource/Dairy
552789,Low Fat Vanilla with OREO and M&Ms Variety Pack Yogurt,YoCrunch,Dairy & Eggs,6.27,http://dbpedia.org/resource/Dairy
552806,Flip Low-Fat Greek Yogurt,Chobani,Dairy & Eggs,1.38,http://dbpedia.org/resource/Dairy
552823,Probiotic Black Cherry & Mixed Berry Variety Pack Yogurt,Activia,Dairy & Eggs,6.87,http://dbpedia.org/resource/Dairy
552840,Original Smooth Style Strawberry Low Fat Yogurt,Yoplait,Dairy & Eggs,3.12,http://dbpedia.org/resource/Dairy
552857,Light + Fit Nonfat Gluten-Free Vanilla Greek Yogurt,Light & Fit,Dairy & Eggs,5.26,http://dbpedia.org/resource/Dairy
552874,Light + Fit Nonfat Gluten-Free Cherry Greek Yogurt,Light & Fit,Dairy & Eggs,3.88,http://dbpedia.org/resource/Dairy
552891,Original Peach Lowfat Yogurt,Great Value,Dairy & Eggs,0.58,http://dbpedia.org/resource/Dairy
552908,Dark Chocolate Coconut Almond Milk Yogurt Alternative,Silk,Dairy & Eggs,1.52,http://dbpedia.org/resource/Dairy
552925,Noosa Yoghurt Whole Milk Yogurt Blueberry 8 oz,noosa,Dairy & Eggs,1.98,http://dbpedia.org/resource/Dairy
552942,Noosa Yoghurt Whole Milk Yogurt Vanilla Bean 4 oz 4 pk,noosa,Dairy & Eggs,3.94,http://dbpedia.org/resource/Dairy
552959,DanActive Probiotic Dailies Blueberry & Strawberry Dairy Drink,Dannon,Dairy & Eggs,4.86,http://dbpedia.org/resource/Dairy
552976,SPAGHETTI AND MEATBALLS,Freshness Guaranteed,Prepared Meals & Sides,5.5,http://dbpedia.org/resource/Meal
552993,Pumpkin Spice Donut Kit,Great Value,Easy to make,8.46,http://dbpedia.org/resource/Easy_(Commodores_song)
